painter;painterLabel;nationalityLabel;birthDate;deathDate;artMovementLabel;Period
http://www.wikidata.org/entity/Q1708038;Joseph Stephan;Allemagne;1709-01-01 ;1786-09-17 ;;1700-1800
http://www.wikidata.org/entity/Q1660818;Philipp Hieronymus Brinckmann;Allemagne;1709-01-01 ;1760-12-21 ;;1700-1800
http://www.wikidata.org/entity/Q31685643;Joachim Silfverskog;Danemark;1709-01-01 ;1787-03-18 ;;1700-1800
http://www.wikidata.org/entity/Q15092136;Carlos Casanova;Espagne;1709-01-01 ;1770-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3174927;Jean Valade;France;1709-01-01 ;1787-12-12 ;;1700-1800
http://www.wikidata.org/entity/Q2477411;Pieter Frederik de La Croix;Pays-Bas;1709-01-01 ;1782-12-12 ;;1700-1800
http://www.wikidata.org/entity/Q5171188;Cornelia van der Myn;Provinces-Unies;1709-01-01 ;1782-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q31670571;Jacob von Schönfeldt;Suède;1709-01-01 ;1766-03-25 ;;1700-1800
http://www.wikidata.org/entity/Q378182;Giuseppe Angeli;république de Venise;1709-01-01 ;1798-01-01 ;baroque;1700-1800
http://www.wikidata.org/entity/Q1756544;Francesco Zugno;république de Venise;1709-01-01 ;1787-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21572117;Giuseppe Guerra;république de Venise;1709-01-01 ;1761-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q98075647;Nicolò Baldissini;république de Venise;1709-01-01 ;1783-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q9394717;Łukasz Smuglewicz;république des Deux Nations;1709-01-01 ;1780-10-26 ;;1700-1800
http://www.wikidata.org/entity/Q18508488;Ludovico Stern;États pontificaux;1709-01-01 ;1777-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q111344495;Ferdinando Crespi;États pontificaux;1709-01-01 ;1759-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q579698;Giuseppe Zais;république de Venise;1709-03-22 ;1781-10-29 ;;1700-1800
http://www.wikidata.org/entity/Q18516738;Melchior Brassauw;Pays-Bas méridionaux;1709-05-14 ;1757-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q125855;Joachim Martin Falbe;Allemagne;1709-06-11 ;1782-03-22 ;;1700-1800
http://www.wikidata.org/entity/Q12312221;Franz Philipp von Langen;Allemagne;1709-07-20 ;1751-04-16 ;;1700-1800
http://www.wikidata.org/entity/Q1704197;Josef Anton Hafner;Allemagne;1709-08-15 ;1756-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q2172694;Johann Rudolf Füssli;Suisse;1709-09-05 ;1793-09-12 ;;1700-1800
http://www.wikidata.org/entity/Q239487;Anne de Hanovre;Provinces-Unies;1709-11-02 ;1759-01-12 ;;1700-1800
http://www.wikidata.org/entity/Q239487;Anne de Hanovre;royaume de Grande-Bretagne;1709-11-02 ;1759-01-12 ;;1700-1800
http://www.wikidata.org/entity/Q1696426;Johann Ulrich Schellenberg;Suisse;1709-11-08 ;1795-10-29 ;;1700-1800
http://www.wikidata.org/entity/Q3172308;Jean Girardet;France;1709-11-13 ;1778-09-28 ;;1700-1800
http://www.wikidata.org/entity/Q18507789;Anton Kern;Allemagne;1709-12-12 ;1747-06-08 ;;1700-1800
http://www.wikidata.org/entity/Q877923;Johann Evangelist Holzer;Allemagne;1709-12-24 ;1740-07-21 ;;1700-1800
http://www.wikidata.org/entity/Q49967881;Jeremias Gottlob Rugendas;Allemagne;1710-01-01 ;1772-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110081948;Johann Baptist Hälszel;Allemagne;1710-01-01 ;1777-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110081948;Johann Baptist Hälszel;Allemagne;1710-01-01 ;1777-08-27 ;;1700-1800
http://www.wikidata.org/entity/Q3893676;Thomas Frye;Angleterre;1710-01-01 ;1762-04-02 ;;1700-1800
http://www.wikidata.org/entity/Q12313784;Gerhard Morell;Danemark;1710-01-01 ;1771-05-28 ;;1700-1800
http://www.wikidata.org/entity/Q54086386;Mir Kalan Khan;Empire moghol;1710-01-01 ;1770-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q16584355;Juan Bautista de la Peña;Espagne;1710-01-01 ;1773-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q19668207;Jacob Andries Beschey;Flandre;1710-01-01 ;1786-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q19668207;Jacob Andries Beschey;Flandre;1710-01-01 ;1786-02-28 ;;1700-1800
http://www.wikidata.org/entity/Q1685634;Jean-Laurent Legeay;France;1710-01-01 ;1795-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q15433531;Jérôme-François Chantereau;France;1710-01-01 ;1757-12-07 ;;1700-1800
http://www.wikidata.org/entity/Q21511645;Philothée-François Duflos;France;1710-01-01 ;1748-08-19 ;;1700-1800
http://www.wikidata.org/entity/Q51118107;Jean Marc Ladey;France;1710-01-01 ;1749-05-17 ;;1700-1800
http://www.wikidata.org/entity/Q4252018;Robert West;Irlande;1710-01-01 ;1770-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3893676;Thomas Frye;Irlande;1710-01-01 ;1762-04-02 ;;1700-1800
http://www.wikidata.org/entity/Q5077470;Charles Exshaw;Irlande;1710-01-01 ;1771-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q19802755;Letitia Bushe;Irlande;1710-01-01 ;1757-11-17 ;;1700-1800
http://www.wikidata.org/entity/Q41329740;Lambertus Antiquus;Norvège;1710-01-01 ;1772-06-20 ;;1700-1800
http://www.wikidata.org/entity/Q64799821;Jan Rood;Provinces-Unies;1710-01-01 ;1800-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3893676;Thomas Frye;Royaume-Uni;1710-01-01 ;1762-04-02 ;;1700-1800
http://www.wikidata.org/entity/Q19588412;Richard Phelps;Royaume-Uni;1710-01-01 ;1785-07-12 ;;1700-1800
http://www.wikidata.org/entity/Q19745229;John Michael Williams;Royaume-Uni;1710-01-01 ;1780-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q6191313;Sven Gustafsson Stoltz;Suède;1710-01-01 ;1766-04-14 ;;1700-1800
http://www.wikidata.org/entity/Q50623554;Adam Friedrich Waltzau;Suède;1710-01-01 ;1780-05-08 ;;1700-1800
http://www.wikidata.org/entity/Q56300398;Magnus Möller;Suède;1710-01-01 ;1775-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q6757953;Marcos Zapata;Vice-royauté du Pérou;1710-01-01 ;1773-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q1675866;John Parker;royaume de Grande-Bretagne;1710-01-01 ;1765-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3182782;John Wollaston;royaume de Grande-Bretagne;1710-01-01 ;1775-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18528872;Thomas Burford;royaume de Grande-Bretagne;1710-01-01 ;1776-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q5102909;Miguel António do Amaral;royaume de Portugal;1710-01-01 ;1780-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q17550183;Girolamo Costantini;république de Venise;1710-01-01 ;1772-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q11516064;Settei;shogunat Tokugawa;1710-01-01 ;1786-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q11516064;Settei;shogunat Tokugawa;1710-01-01 ;1787-01-22 ;;1700-1800
http://www.wikidata.org/entity/Q54086386;Mir Kalan Khan;État d'Oudh;1710-01-01 ;1770-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q1539099;Gottfried August Gründler;Allemagne;1710-01-03 ;1775-01-17 ;;1700-1800
http://www.wikidata.org/entity/Q3173426;Jean Martial Frédou;France;1710-01-28 ;1795-02-26 ;;1700-1800
http://www.wikidata.org/entity/Q22691386;Jean Valette-Penot;France;1710-01-30 ;1777-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q2175572;Aert Schouman;Provinces-Unies;1710-03-04 ;1792-07-05 ;réalisme;1700-1800
http://www.wikidata.org/entity/Q3769994;Giuseppe Antonio Maria Torricelli;Suisse;1710-04-13 ;1808-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q1707128;Joseph Gregor Winck;Allemagne;1710-05-08 ;1781-04-11 ;;1700-1800
http://www.wikidata.org/entity/Q3164021;Jean-Baptiste Despax;France;1710-06-17 ;1773-11-03 ;baroque;1700-1800
http://www.wikidata.org/entity/Q12802730;Simon Tadej Volbenk Grahovar;Saint-Empire romain germanique;1710-07-25 ;1774-08-22 ;;1700-1800
http://www.wikidata.org/entity/Q15821241;Johann Gabriel Schleich;duché de Wurtemberg;1710-08-03 ;1743-07-05 ;;1700-1800
http://www.wikidata.org/entity/Q55798423;Matthias van der Eyck;Norvège;1710-08-19 ;1746-02-15 ;;1700-1800
http://www.wikidata.org/entity/Q1348867;Giuseppe Vasi;Italie;1710-08-27 ;1782-04-16 ;;1700-1800
http://www.wikidata.org/entity/Q555926;Augustin Ehrensvärd;Suède;1710-09-25 ;1772-10-04 ;;1700-1800
http://www.wikidata.org/entity/Q2501578;Michele Marieschi;république de Venise;1710-12-01 ;1743-12-18 ;;1700-1800
http://www.wikidata.org/entity/Q106952;Christian Wenzinger;Allemagne;1710-12-10 ;1797-07-01 ;baroque;1700-1800
http://www.wikidata.org/entity/Q80894;José Luzán;Espagne;1710-12-16 ;1785-10-21 ;;1700-1800
http://www.wikidata.org/entity/Q7800530;Tibout Regters;Provinces-Unies;1710-12-24 ;1768-01-26 ;;1700-1800
http://www.wikidata.org/entity/Q18618834;Daniël Reynes;Allemagne;1711-01-01 ;1777-09-12 ;;1700-1800
http://www.wikidata.org/entity/Q85301277;Johann Martin Heinrici;Allemagne;1711-01-01 ;1786-04-21 ;;1700-1800
http://www.wikidata.org/entity/Q6430600;Miguel Posadas;Espagne;1711-01-01 ;1753-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q16854414;Erik Westzynthius l'Ancien;Finlande;1711-01-01 ;1757-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3173426;Jean Martial Frédou;France;1711-01-01 ;1795-02-26 ;;1700-1800
http://www.wikidata.org/entity/Q3038261;Ishikawa Toyonobu;Japon;1711-01-01 ;1785-07-01 ;;1700-1800
http://www.wikidata.org/entity/Q11977751;Iver Gundersen Øvstrud;Norvège;1711-01-01 ;1775-12-01 ;;1700-1800
http://www.wikidata.org/entity/Q18608170;Augustinus (II) Terwesten;Pays-Bas;1711-01-01 ;1781-11-15 ;;1700-1800
http://www.wikidata.org/entity/Q18618834;Daniël Reynes;Pays-Bas;1711-01-01 ;1777-09-12 ;;1700-1800
http://www.wikidata.org/entity/Q6253809;Johan Christian Zschotzscher;Suède;1711-01-01 ;1766-09-16 ;;1700-1800
http://www.wikidata.org/entity/Q48974450;Giacinto Fabbroni;grand-duché de Toscane;1711-01-01 ;1783-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q6129354;James Barbut;royaume de Grande-Bretagne;1711-01-01 ;1791-05-31 ;;1700-1800
http://www.wikidata.org/entity/Q107211758;Joana Inácia Rebelo;royaume de Portugal;1711-01-01 ;1781-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q5558;Bartolomeo Coghetto;république de Venise;1711-01-01 ;1793-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q5563737;Giovanni Battista Marcola;république de Venise;1711-01-01 ;1780-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q38573389;Giovanni Francesco Costa;république de Venise;1711-01-01 ;1773-10-12 ;;1700-1800
http://www.wikidata.org/entity/Q3361843;Johan Hörner;Suède;1711-01-28 ;1763-03-04 ;;1700-1800
http://www.wikidata.org/entity/Q3157642;Jacopo Marieschi;république de Venise;1711-02-12 ;1794-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q649390;Carl Gustaf Pilo;Suède;1711-03-05 ;1793-03-02 ;;1700-1800
http://www.wikidata.org/entity/Q16830410;Jan Punt;Provinces-Unies;1711-04-02 ;1779-12-18 ;;1700-1800
http://www.wikidata.org/entity/Q98804972;Giovanni Battista Rensi;Autriche;1711-04-12 ;1776-10-21 ;;1700-1800
http://www.wikidata.org/entity/Q52154203;Dominique-François Slodtz;France;1711-05-20 ;1764-12-11 ;;1700-1800
http://www.wikidata.org/entity/Q440442;Ulla Tessin;Suède;1711-05-23 ;1768-12-14 ;;1700-1800
http://www.wikidata.org/entity/Q3080933;Francesco Capella;république de Venise;1711-06-15 ;1784-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q17322583;Johann Melchior Eggmann;Suisse;1711-06-20 ;1756-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q8201255;Antonio González Ruiz;Espagne;1711-07-21 ;1788-04-01 ;néo-classicisme;1700-1800
http://www.wikidata.org/entity/Q8201255;Antonio González Ruiz;Espagne;1711-07-21 ;1788-04-01 ;rococo;1700-1800
http://www.wikidata.org/entity/Q1695375;Johann Ludwig Seekatz;Allemagne;1711-08-16 ;1783-02-19 ;;1700-1800
http://www.wikidata.org/entity/Q3616086;Andrea Urbani;république de Venise;1711-08-23 ;1798-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q867146;Noël Hallé;France;1711-09-02 ;1781-06-05 ;;1700-1800
http://www.wikidata.org/entity/Q3158982;Jacques Fabien Gautier d'Agoty;France;1711-09-06 ;1786-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q33652801;Johann Gottlieb Glume;royaume de Prusse;1711-11-16 ;1778-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q58720;Mikhaïl Lomonossov;Empire russe;1711-11-19 ;1765-04-15 ;;1700-1800
http://www.wikidata.org/entity/Q9153349;Andrzej Radwański;république des Deux Nations;1711-11-20 ;1762-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q9153349;Andrzej Radwański;république des Deux Nations;1711-11-20 ;1762-09-11 ;;1700-1800
http://www.wikidata.org/entity/Q24038419;Esther Denner;Allemagne;1712-01-01 ;1779-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q24038419;Esther Denner;Allemagne;1712-01-01 ;1779-08-30 ;;1700-1800
http://www.wikidata.org/entity/Q98807906;Bernhard Schmidt;Autriche;1712-01-01 ;1782-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q9009475;Isidor de Tàpia;Couronne d'Aragon;1712-01-01 ;1778-01-01 ;rococo;1700-1800
http://www.wikidata.org/entity/Q29168274;Nicolaus Georg Geve;Danemark;1712-01-01 ;1789-06-21 ;;1700-1800
http://www.wikidata.org/entity/Q2834534;Alexis III Loir;France;1712-01-01 ;1785-08-18 ;;1700-1800
http://www.wikidata.org/entity/Q3308943;Michel Barthélemy Ollivier;France;1712-01-01 ;1784-06-15 ;;1700-1800
http://www.wikidata.org/entity/Q97128572;Jacques François Lemaire;France;1712-01-01 ;1780-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q97128572;Jacques François Lemaire;France;1712-01-01 ;1780-08-04 ;;1700-1800
http://www.wikidata.org/entity/Q3750158;Francesco Liani;Italie;1712-01-01 ;1770-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3284204;Toriyama Sekien;Japon;1712-01-01 ;1788-09-22 ;;1700-1800
http://www.wikidata.org/entity/Q3511675;Sō Shiseki;Japon;1712-01-01 ;1786-01-01 ;École Nanpin;1700-1800
http://www.wikidata.org/entity/Q3511675;Sō Shiseki;Japon;1712-01-01 ;1786-04-09 ;École Nanpin;1700-1800
http://www.wikidata.org/entity/Q52154079;Willem Muys;Norvège;1712-01-01 ;1763-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q17485983;Maximilien De Haese;Pays-Bas méridionaux;1712-01-01 ;1787-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q52154079;Willem Muys;Royaume des Pays-Bas;1712-01-01 ;1763-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q12789023;Franc Anton Niernberger;Saint-Empire romain germanique;1712-01-01 ;1784-07-27 ;;1700-1800
http://www.wikidata.org/entity/Q2075197;Peter Gnehm;Suisse;1712-01-01 ;1799-03-21 ;;1700-1800
http://www.wikidata.org/entity/Q5620617;Sophonias de Derichs;Suède;1712-01-01 ;1772-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q6194382;Johan Stalbom;Suède;1712-01-01 ;1777-11-17 ;;1700-1800
http://www.wikidata.org/entity/Q99192926;Sephonias de Derichs;Suède;1712-01-01 ;1773-02-01 ;;1700-1800
http://www.wikidata.org/entity/Q16228969;Xu Yang;dynastie Qing;1712-01-01 ;1800-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q6226369;John, Sr. Cleveley;royaume de Grande-Bretagne;1712-01-01 ;1777-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21289954;William Denune;royaume de Grande-Bretagne;1712-01-01 ;1750-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q378182;Giuseppe Angeli;république de Venise;1712-01-01 ;1798-01-01 ;baroque;1700-1800
http://www.wikidata.org/entity/Q3034745;Domenico Maggiotto;république de Venise;1712-01-01 ;1794-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q5563708;Giambattista Brustolon;république de Venise;1712-01-01 ;1796-10-16 ;;1700-1800
http://www.wikidata.org/entity/Q11567826;Yūhi Kumashiro;shogunat Tokugawa;1712-01-01 ;1772-01-01 ;École Nanpin;1700-1800
http://www.wikidata.org/entity/Q11567826;Yūhi Kumashiro;shogunat Tokugawa;1712-01-01 ;1773-01-20 ;École Nanpin;1700-1800
http://www.wikidata.org/entity/Q468130;Stefano Torelli;États pontificaux;1712-01-01 ;1784-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q109527580;Marco Caprini;États pontificaux;1712-01-01 ;1778-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q2017954;Pieter Lofvers;Provinces-Unies;1712-01-07 ;1788-06-19 ;;1700-1800
http://www.wikidata.org/entity/Q877735;Georg Friedrich Schmidt;Allemagne;1712-01-24 ;1775-01-25 ;;1700-1800
http://www.wikidata.org/entity/Q3286189;Arthur Devis;royaume de Grande-Bretagne;1712-02-19 ;1787-07-25 ;;1700-1800
http://www.wikidata.org/entity/Q1801378;Lambert Krahe;Allemagne;1712-03-15 ;1790-11-02 ;;1700-1800
http://www.wikidata.org/entity/Q664002;Jan Anton Garemijn;Pays-Bas autrichiens;1712-04-15 ;1799-06-23 ;;1700-1800
http://www.wikidata.org/entity/Q6500987;Laurens Jacobsz. van der Vinne;Pays-Bas;1712-06-03 ;1742-07-25 ;;1700-1800
http://www.wikidata.org/entity/Q21288949;Gaspard Grésly;royaume de France;1712-08-01 ;1756-02-18 ;;1700-1800
http://www.wikidata.org/entity/Q21116775;Barthélemy Du Pan;République de Genève;1712-08-18 ;1763-01-04 ;;1700-1800
http://www.wikidata.org/entity/Q4346119;Jan Verbruggen;Provinces-Unies;1712-09-04 ;1781-10-27 ;;1700-1800
http://www.wikidata.org/entity/Q318769;Francesco Guardi;république de Venise;1712-10-05 ;1792-01-01 ;rococo;1700-1800
http://www.wikidata.org/entity/Q318769;Francesco Guardi;république de Venise;1712-10-05 ;1793-01-01 ;rococo;1700-1800
http://www.wikidata.org/entity/Q15757722;Félix Lorente;Couronne d'Aragon;1712-10-08 ;1787-03-22 ;peinture baroque;1700-1800
http://www.wikidata.org/entity/Q30104097;Pieter Catel;Pays-Bas;1712-10-25 ;1759-12-29 ;;1700-1800
http://www.wikidata.org/entity/Q536581;Christian Wilhelm Ernst Dietrich;Allemagne;1712-10-30 ;1774-04-23 ;;1700-1800
http://www.wikidata.org/entity/Q112394970;Franz Thaddäus I Menteler;Suisse;1712-11-19 ;1789-04-25 ;;1700-1800
http://www.wikidata.org/entity/Q499507;Andreas Meinrad von Au;Allemagne;1712-11-22 ;1792-03-01 ;;1700-1800
http://www.wikidata.org/entity/Q109886336;Jacques-André Treillard;France;1712-11-29 ;1794-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q109886336;Jacques-André Treillard;France;1712-11-29 ;1794-11-05 ;;1700-1800
http://www.wikidata.org/entity/Q1610959;Hermann Ebel;Allemagne;1713-01-01 ;1781-10-01 ;;1700-1800
http://www.wikidata.org/entity/Q1449724;Franz Xaver Schmuzer;Allemagne;1713-01-01 ;1775-04-24 ;;1700-1800
http://www.wikidata.org/entity/Q20477566;Johann Friedrich Böhler;Allemagne;1713-01-01 ;1784-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q20477566;Johann Friedrich Böhler;Allemagne;1713-01-01 ;1784-05-16 ;;1700-1800
http://www.wikidata.org/entity/Q21646617;Otto Christiaan Sahler;Allemagne;1713-01-01 ;1810-07-07 ;;1700-1800
http://www.wikidata.org/entity/Q94906406;Paul Küfner;Allemagne;1713-01-01 ;1786-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18524563;William Buchy;Angleterre;1713-01-01 ;1784-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3081923;Francisco Preciado de la Vega;Espagne;1713-01-01 ;1789-07-10 ;;1700-1800
http://www.wikidata.org/entity/Q28017423;Louis Simon Tiersonnier;France;1713-01-01 ;1773-06-04 ;;1700-1800
http://www.wikidata.org/entity/Q84557429;Pierre Mérelle;France;1713-01-01 ;1782-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q84557429;Pierre Mérelle;France;1713-01-01 ;1782-10-07 ;;1700-1800
http://www.wikidata.org/entity/Q7183794;Philip Hussey;Irlande;1713-01-01 ;1783-06-01 ;;1700-1800
http://www.wikidata.org/entity/Q16227736;Juan Patricio Morlete Ruiz;Mexique;1713-01-01 ;1772-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q55395024;Johan Nicolai Schavenius;Norvège;1713-01-01 ;1755-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3484023;Corneille Lens;Pays-Bas méridionaux;1713-01-01 ;1770-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q2661131;James Stuart;Royaume-Uni;1713-01-01 ;1788-02-02 ;;1700-1800
http://www.wikidata.org/entity/Q97015792;Thomas Carwitham;Royaume-Uni;1713-01-01 ;1733-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q99319245;John Aikman;Royaume-Uni;1713-01-01 ;1731-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q59557242;Johan Casper Sauer;Suède;1713-01-01 ;1766-10-01 ;;1700-1800
http://www.wikidata.org/entity/Q11069023;Zhang Ruoai;dynastie Qing;1713-01-01 ;1746-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3484023;Corneille Lens;principauté de Liège;1713-01-01 ;1770-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q560792;Allan Ramsay;royaume de Grande-Bretagne;1713-01-01 ;1784-01-01 ;classicisme;1700-1800
http://www.wikidata.org/entity/Q560792;Allan Ramsay;royaume de Grande-Bretagne;1713-01-01 ;1784-08-10 ;classicisme;1700-1800
http://www.wikidata.org/entity/Q2661131;James Stuart;royaume de Grande-Bretagne;1713-01-01 ;1788-02-02 ;;1700-1800
http://www.wikidata.org/entity/Q5544633;George Smith;royaume de Grande-Bretagne;1713-01-01 ;1776-09-07 ;;1700-1800
http://www.wikidata.org/entity/Q20054837;Joseph Nickolls;royaume de Grande-Bretagne;1713-01-01 ;1755-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3034745;Domenico Maggiotto;république de Venise;1713-01-01 ;1794-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q55435648;Joachim Borysiewicz;république des Deux Nations;1713-01-01 ;1774-01-17 ;;1700-1800
http://www.wikidata.org/entity/Q11492469;Q11492469;shogunat Tokugawa;1713-01-01 ;1785-08-31 ;;1700-1800
http://www.wikidata.org/entity/Q12315233;Hans Arbien;Danemark;1713-01-05 ;1766-12-04 ;;1700-1800
http://www.wikidata.org/entity/Q56006934;Josef Anton Seltenhorn;Allemagne;1713-01-10 ;1792-09-12 ;;1700-1800
http://www.wikidata.org/entity/Q485237;Kang Sehwang;période Joseon;1713-01-25 ;1791-01-23 ;;1700-1800
http://www.wikidata.org/entity/Q52154206;Johann Jakob Dietzsch;Allemagne;1713-01-26 ;1776-09-16 ;;1700-1800
http://www.wikidata.org/entity/Q2680088;Jan ten Compe;Provinces-Unies;1713-02-14 ;1761-11-11 ;;1700-1800
http://www.wikidata.org/entity/Q47468575;Vittoria Ligari;Saint-Empire romain germanique;1713-02-14 ;1783-12-09 ;;1700-1800
http://www.wikidata.org/entity/Q47468575;Vittoria Ligari;Suisse;1713-02-14 ;1783-12-09 ;;1700-1800
http://www.wikidata.org/entity/Q4767302;Anna Maria Hilfeling;Suède;1713-04-21 ;1783-05-26 ;rococo;1700-1800
http://www.wikidata.org/entity/Q2013887;Caroline de Grande-Bretagne;royaume de Grande-Bretagne;1713-06-10 ;1757-12-28 ;;1700-1800
http://www.wikidata.org/entity/Q2013887;Caroline de Grande-Bretagne;Électorat de Brunswick-Lunebourg;1713-06-10 ;1757-12-28 ;;1700-1800
http://www.wikidata.org/entity/Q1503563;Georg Anton Urlaub;Allemagne;1713-06-20 ;1759-02-20 ;;1700-1800
http://www.wikidata.org/entity/Q18608837;Robert Mussard;Suisse;1713-06-27 ;1777-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q3461283;Johannes de Bosch;Provinces-Unies;1713-06-29 ;1785-01-31 ;;1700-1800
http://www.wikidata.org/entity/Q3179501;Joachim Rupalley;France;1713-07-08 ;1780-10-08 ;;1700-1800
http://www.wikidata.org/entity/Q299146;Anna Rosina de Gasc;Allemagne;1713-07-10 ;1783-03-26 ;;1700-1800
http://www.wikidata.org/entity/Q471387;Richard Wilson;royaume de Grande-Bretagne;1713-08-01 ;1782-05-11 ;;1700-1800
http://www.wikidata.org/entity/Q560792;Allan Ramsay;royaume de Grande-Bretagne;1713-10-02 ;1784-01-01 ;classicisme;1700-1800
http://www.wikidata.org/entity/Q560792;Allan Ramsay;royaume de Grande-Bretagne;1713-10-02 ;1784-08-10 ;classicisme;1700-1800
http://www.wikidata.org/entity/Q560792;Allan Ramsay;royaume de Grande-Bretagne;1713-10-13 ;1784-01-01 ;classicisme;1700-1800
http://www.wikidata.org/entity/Q560792;Allan Ramsay;royaume de Grande-Bretagne;1713-10-13 ;1784-08-10 ;classicisme;1700-1800
http://www.wikidata.org/entity/Q1693976;Johann Georg Trautmann;Allemagne;1713-10-23 ;1769-02-09 ;;1700-1800
http://www.wikidata.org/entity/Q5565330;Giuseppe Antonio Landi;États pontificaux;1713-10-30 ;1791-06-22 ;;1700-1800
http://www.wikidata.org/entity/Q53503086;Paul Küffner;Allemagne;1713-11-09 ;1786-07-12 ;;1700-1800
http://www.wikidata.org/entity/Q1553935;Guillaume Voiriot;France;1713-11-20 ;1799-11-30 ;;1700-1800
http://www.wikidata.org/entity/Q20477566;Johann Friedrich Böhler;Allemagne;1713-11-21 ;1784-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q20477566;Johann Friedrich Böhler;Allemagne;1713-11-21 ;1784-05-16 ;;1700-1800
http://www.wikidata.org/entity/Q119373;Johann Balthasar Bullinger;Suisse;1713-11-30 ;1793-03-31 ;;1700-1800
http://www.wikidata.org/entity/Q28840220;Johan Risberg;Suède;1713-12-05 ;1779-11-28 ;;1700-1800
http://www.wikidata.org/entity/Q1463017;Friedrich Wilhelm Hoeder;Allemagne;1713-12-13 ;1768-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18511525;Armand Vincent de Montpetit;France;1713-12-13 ;1800-04-30 ;;1700-1800
http://www.wikidata.org/entity/Q349417;Adam Friedrich von Löwenfinck;Allemagne;1714-01-01 ;1754-11-13 ;;1700-1800
http://www.wikidata.org/entity/Q2665908;Leopold August Abel;Allemagne;1714-01-01 ;1794-08-25 ;musique baroque;1700-1800
